Adresse,Post nr.,Pris,År,Størrelse (m2),Værelser,Toiletter,Handel
Capellavænget 3,"Paarup, 5210 Odense NV",2595000.0,2022,128,4,2,Fri handel
Boghveden 3,"Næsby, 5270 Odense N",2825000.0,2022,136,5,2,Fri handel
Vægtens Kvarter 272,"Holluf Pile, 5220 Odense SØ",2695000.0,2022,130,4,2,Fri handel
Egholmen 40,"Seden, 5240 Odense NØ",1720000.0,2022,110,4,1,Fri handel
"Åløkkehaven 39, st.",5000 Odense C,1575000.0,2022,82,4,1,Fri handel
"Reventlowsvej 63, 1.",5000 Odense C,3195000.0,2022,148,5,1,Fri handel
Præstegårdsvænget 5,"Tarup, 5210 Odense NV",2150000.0,2022,98,4,1,Fri handel
Ibsensvej 21A,5000 Odense C,1940000.0,2022,97,3,2,Fri handel
Åsumvej 417,5240 Odense NØ,2800000.0,2022,156,6,2,Fri handel
"Kochsgade 39, 1.",5000 Odense C,3500000.0,2022,112,3,1,Fri handel
Gullfossvej 16,"Tarup, 5210 Odense NV",2200000.0,2022,112,4,2,Fri handel
Isabellavænget 8,"Lumby, 5270 Odense N",2995000.0,2022,160,4,2,Fri handel
"Åløkkehaven 39, 1.",5000 Odense C,1575000.0,2022,66,3,1,Fri handel
Krogen 10C,"Seden, 5240 Odense NØ",3200000.0,2022,120,4,1,Fri handel
Anderuplunden 86,"Anderup, 5270 Odense N",1415000.0,2022,64,3,1,Fri handel
Slagkrogen 50,5220 Odense SØ,1999000.0,2022,99,4,1,Fri handel
Vægtens Kvarter 211,"Holluf Pile, 5220 Odense SØ",1550000.0,2022,90,4,1,Fri handel
Lundekærsvej 72,"Bellinge, 5250 Odense SV",2450000.0,2022,196,8,2,Fri handel
Vægtens Kvarter 211,"Holluf Pile, 5220 Odense SØ",1550000.0,2022,90,4,1,Fri handel
Jeppe Aakjærs Allé 45,5210 Odense NV,3500000.0,2022,187,5,1,Fri handel
Brændekildevej 39,"Bellinge, 5250 Odense SV",1000000.0,2022,147,4,1,Fri handel
"Skibhusvej 56, 2. th.",5000 Odense C,2845000.0,2022,112,4,1,Fri handel
Hestehøjvej 167,"Højby, 5260 Odense S",2299000.0,2022,127,5,2,Fri handel
"Floravænget 9, st. mf.","Dalum, 5250 Odense SV",755000.0,2022,43,1,1,Fri handel
Hjallesegade 46,"Hjallese, 5260 Odense S",2275000.0,2022,90,5,1,Fri handel
Middelfartvej 304,"Stegsted, 5491 Blommenslyst",2200000.0,2022,242,9,3,Fri handel
Søballevej 51,"Næsbyhoved-Broby, 5270 Odense N",2600000.0,2022,196,6,2,Fri handel
Søndermarken 51,"Villestofte, 5210 Odense NV",3295000.0,2022,166,5,2,Fri handel
Fasanvej 18,5230 Odense M,3595000.0,2022,192,6,2,Fri handel
Persillehaven 55,"Bullerup, 5320 Agedrup",900000.0,2022,194,5,2,Fri handel
Engdraget 11,"Næsby, 5270 Odense N",2000000.0,2022,107,4,1,Fri handel
"Skibhusvej 61C, 4. th.",5000 Odense C,1800000.0,2022,80,3,1,Fri handel
Højby Allé 47,"Højby, 5260 Odense S",1560000.0,2022,89,3,1,Fri handel
Klaus Berntsens Vej 55,"Højby, 5260 Odense S",2025000.0,2022,119,4,2,Fri handel
Toppen 2,"Næsby, 5270 Odense N",3400000.0,2022,178,5,2,Fri handel
Kildegårdsvej 197,5240 Odense NØ,1950000.0,2022,170,6,2,Fri handel
"Aarestrupsvej 29, 1. th.",5230 Odense M,2800000.0,2022,64,2,1,Fri handel
Poul Møllers Vej 23,5230 Odense M,5000000.0,2022,160,5,2,Fri handel
Stenløsevej 99,"Hjallese, 5260 Odense S",1630000.0,2022,118,4,1,Fri handel
"Colbjørnsensvej 19, st.",5000 Odense C,3000000.0,2022,92,3,1,Fri handel
Rønnebærvangen 1,"Korup, 5210 Odense NV",1450000.0,2022,125,5,1,Fri handel
Kong Georgs Vej 10,5000 Odense C,2800000.0,2022,100,5,3,Fri handel
"Colbjørnsensvej 19, 1.",5000 Odense C,3000000.0,2022,82,3,1,Fri handel
Bullerupvej 27A,"Seden, 5240 Odense NØ",2100000.0,2022,133,4,1,Fri handel
Store Klaus 12,"Næsby, 5270 Odense N",5400000.0,2022,185,6,2,Fri handel
Søhusvænget 11,"Søhus, 5270 Odense N",1500000.0,2022,101,4,1,Fri handel
Lind Hansens Vej 41,5000 Odense C,4500000.0,2022,157,5,2,Fri handel
Rosenvej 18,"Bellinge, 5250 Odense SV",2900000.0,2022,218,6,2,Fri handel
"Æbleparken 126, 2.","Søhus, 5270 Odense N",795000.0,2022,59,2,1,Fri handel
Abels Allé 33,"Sanderum, 5250 Odense SV",3250000.0,2022,180,5,3,Fri handel
Elmegårdvænget 7,"Bellinge, 5250 Odense SV",3400000.0,2022,182,7,2,Fri handel
"Ørstedsgade 11, 1. tv.",5000 Odense C,2595000.0,2022,104,3,1,Fri handel
"Holsedore 18B, st. 1.",5000 Odense C,3400000.0,2022,94,3,1,Fri handel
Dyrhøjvej 12,5230 Odense M,5750000.0,2022,154,6,2,Fri handel
"Dalumvej 82, 1.","Dalum, 5250 Odense SV",2500000.0,2022,105,4,1,Fri handel
"Filosofgangen 60, st. tv.",5000 Odense C,2325000.0,2022,80,2,1,Fri handel
Munkebjergvej 93,5230 Odense M,3990000.0,2022,134,4,2,Fri handel
"Louisevænget 14, st. 15.","Næsby, 5270 Odense N",450000.0,2022,29,1,1,Fri handel
Bindekildevej 28,"Bellinge, 5250 Odense SV",2400000.0,2022,230,6,2,Fri handel
Rønnehaven 16,"Bullerup, 5320 Agedrup",1695000.0,2022,125,5,2,Fri handel
Rollosvej 7,"Bolbro, 5200 Odense V",2370000.0,2022,121,5,2,Fri handel
Skt. Klemens Vej 46C,"Skt Klemens, 5260 Odense S",2450000.0,2022,126,5,2,Fri handel
Søbakkevej 20,"Slukefter, 5210 Odense NV",3495000.0,2022,160,6,3,Fri handel
Valhalsvej 19,"Bolbro, 5200 Odense V",6800000.0,2022,187,3,2,Fri handel
Munkebjergvej 51,5000 Odense C,5550000.0,2022,182,6,3,Fri handel
Rådyrvej 7,"Slukefter, 5210 Odense NV",1675000.0,2022,126,3,1,Fri handel
Njalsvej 88,"Højstrup, 5210 Odense NV",1250000.0,2022,87,4,1,Fri handel
Tingskiftet 50,"Søhus, 5270 Odense N",2087500.0,2022,166,7,2,Fri handel
Kragemosen 5,"Sanderum, 5250 Odense SV",2470000.0,2022,116,5,1,Fri handel
Kielshusvej 16,"Dalum, 5250 Odense SV",3627000.0,2022,148,6,2,Fri handel
"Skibhusvej 11, 1. th.",5000 Odense C,1575000.0,2022,68,2,1,Fri handel
Monbergsvej 22,5000 Odense C,3945000.0,2022,125,5,2,Fri handel
Læssøegade 71,5230 Odense M,4400000.0,2022,180,7,1,Fri handel
Poul Nielsens Vænge 32,"Bellinge, 5250 Odense SV",2000000.0,2022,96,4,1,Fri handel
Thyras Allé 1,"Dalum, 5250 Odense SV",5450000.0,2022,170,6,2,Fri handel
Poul Nielsens Vænge 32,"Bellinge, 5250 Odense SV",2000000.0,2022,96,4,1,Fri handel
Egebæksvej 2B,5000 Odense C,3700000.0,2022,141,4,1,Fri handel
Henriettevej 98,5000 Odense C,2200000.0,2022,85,3,1,Fri handel
Tingvallavej 26,"Tarup, 5210 Odense NV",1600000.0,2022,107,3,1,Fri handel
Brolandvej 8,"Bullerup, 5320 Agedrup",3000000.0,2022,478,16,4,Fri handel
"Middelfartvej 137, st. tv.","Bolbro, 5200 Odense V",975000.0,2022,60,2,1,Fri handel
"Emilievej 8, 1.",5000 Odense C,1395000.0,2022,91,5,1,Fri handel
Dragebakken 206,"Sanderum, 5250 Odense SV",1545000.0,2022,86,4,1,Fri handel
Jakob Knudsens Vej 13,5210 Odense NV,4000000.0,2022,139,5,1,Fri handel
Åsumvej 625,5240 Odense NØ,1345000.0,2022,80,3,1,Fri handel
Kronhjortløkken 126,"Korup, 5210 Odense NV",1900000.0,2022,225,7,3,Fri handel
Larsen Stevns Vænge 12,5220 Odense SØ,2295000.0,2022,106,4,1,Fri handel
Kirkestenten 18,"Skt Klemens, 5260 Odense S",2750000.0,2022,167,5,2,Fri handel
Bækholmen 78,"Seden, 5240 Odense NØ",2100000.0,2022,130,4,1,Fri handel
"Damhusvej 96, st.",5000 Odense C,2425000.0,2022,88,3,1,Fri handel
"Hjallesevej 77, 1.",5230 Odense M,4400000.0,2022,77,3,1,Fri handel
Døckerslundsvej 117,5000 Odense C,2750000.0,2022,120,5,1,Fri handel
"Damhusvej 96, 1.",5000 Odense C,2425000.0,2022,88,4,1,Fri handel
Ridderhatten 283,"Tornbjerg, 5220 Odense SØ",2495000.0,2022,125,4,1,Fri handel
Damsbovænget 3,5230 Odense M,2000000.0,2022,107,5,1,Fri handel
Bytoften 39,"Snestrup, 5210 Odense NV",1485000.0,2022,79,3,1,Fri handel
Laxtonvænget 10,"Søhus, 5270 Odense N",2000000.0,2022,119,4,1,Fri handel
"Kong Georgs Vej 21, 2. th.",5000 Odense C,1300000.0,2022,66,2,1,Fri handel
Marienlystvej 38,5000 Odense C,3500000.0,2022,113,4,2,Fri handel
Rosenvænget 74,"Dalum, 5250 Odense SV",3600000.0,2022,147,5,2,Fri handel
Stenløsevej 224,"Hjallese, 5260 Odense S",1795000.0,2022,126,3,1,Fri handel
Rugårdsvej 388,"Villestofte, 5210 Odense NV",1600000.0,2022,134,5,1,Fri handel
Kodrivervænget 9,"Dyrup, 5250 Odense SV",3250000.0,2022,156,4,2,Fri handel
Kronhjortløkken 120,"Korup, 5210 Odense NV",2150000.0,2022,154,4,2,Fri handel
Fraugdevej 52,"Fraugde, 5220 Odense SØ",510000.0,2022,91,3,1,Fri handel
Rubinvej 32,"Tarup, 5210 Odense NV",1750000.0,2022,126,5,2,Fri handel
Krengerupvænget 18,5230 Odense M,2555000.0,2022,89,4,1,Fri handel
"Bjergegade 26D, 1.",5000 Odense C,1975000.0,2022,98,4,1,Fri handel
Holstedvej 39,"Bolbro, 5200 Odense V",1850000.0,2022,142,6,2,Fri handel
Tranehøjen 6,"Dyrup, 5250 Odense SV",1950000.0,2022,101,4,1,Fri handel
"Nansensgade 15, st. tv.",5000 Odense C,1150000.0,2022,64,2,1,Fri handel
Jernbanevej 61,"Tarup, 5210 Odense NV",3650000.0,2022,137,4,1,Fri handel
Radbyvej 26,"Radby, 5320 Agedrup",2125000.0,2022,140,4,1,Fri handel
Over-Holluf-Vej 64,"Over Holluf, 5220 Odense SØ",2550000.0,2022,179,3,2,Fri handel
Ved Vejgården 9,"Kirkendrup, 5270 Odense N",1995000.0,2022,114,4,2,Fri handel
Middelfartvej 292,"Stegsted, 5200 Odense V",1700000.0,2022,160,5,2,Fri handel
Vestervangen 3,"Skt Klemens, 5260 Odense S",3595000.0,2022,212,6,3,Fri handel
Clausens Allé 49,"Dalum, 5250 Odense SV",3400000.0,2022,138,5,2,Fri handel
Kirkevænget 1,"Næsby, 5270 Odense N",3015000.0,2022,92,4,1,Fri handel
Persillehaven 73,"Bullerup, 5320 Agedrup",850000.0,2022,172,6,2,Fri handel
Bernstorffsvej 21,5000 Odense C,5700000.0,2022,139,5,3,Fri handel
Rughavevej 6,5230 Odense M,7200000.0,2022,182,5,1,Fri handel
Tjørnevej 35,5220 Odense SØ,2000000.0,2022,90,4,1,Fri handel
"Ridehusgade 38, 2. th.",5000 Odense C,1550000.0,2022,59,2,1,Fri handel
Njalsvej 118,"Højstrup, 5210 Odense NV",1725000.0,2022,78,4,1,Fri handel
Torpvej 64,"Hjallese, 5260 Odense S",2395000.0,2022,139,4,2,Fri handel
Helsingborggade 60,5000 Odense C,3600000.0,2022,135,6,2,Fri handel
Daltoften 48,"Agedrup, 5320 Agedrup",2150000.0,2022,129,5,2,Fri handel
Morelvej 28,"Sanderum, 5250 Odense SV",1995000.0,2022,86,4,1,Fri handel
Ugletoften 321,"Højby, 5260 Odense S",1635000.0,2022,90,3,1,Fri handel
Bakkevej 27,"Tarup, 5210 Odense NV",3600000.0,2022,123,3,2,Fri handel
Askvej 15,"Dyrup, 5250 Odense SV",1950000.0,2022,123,4,1,Fri handel
Lindved Møllevej 57,"Lindved, 5260 Odense S",2370000.0,2022,105,3,1,Fri handel
"Rosenlunden 12, 1.",5000 Odense C,3465000.0,2022,108,4,1,Fri handel
"Schacksgade 21, 3. th.",5000 Odense C,1770000.0,2022,73,3,1,Fri handel
Hjejlebakken 65,"Snestrup, 5210 Odense NV",2425000.0,2022,137,6,1,Fri handel
Eranthisvej 2,5000 Odense C,3135000.0,2022,139,5,3,Fri handel
Humlebivænget 8,"Hjallese, 5260 Odense S",2085000.0,2022,90,4,2,Fri handel
Kallerupvej 25,5230 Odense M,3560000.0,2022,104,5,2,Fri handel
Højløkke Allé 20,"Næsby, 5270 Odense N",2745000.0,2022,112,4,2,Fri handel
Persillehaven 65,"Bullerup, 5320 Agedrup",850000.0,2022,152,5,2,Fri handel
"Floravænget 33, 2. th.","Dalum, 5250 Odense SV",1115000.0,2022,85,3,1,Fri handel
"Floravænget 11, 1. mf.","Dalum, 5250 Odense SV",660000.0,2022,43,1,1,Fri handel
Kragenæsvej 12B,"Seden, 5240 Odense NØ",1600000.0,2022,156,6,2,Fri handel
Hjallesegade 21,"Hjallese, 5260 Odense S",2495000.0,2022,127,5,1,Fri handel
Hybenvej 15,"Hjallese, 5260 Odense S",3200000.0,2022,235,8,3,Fri handel
Fredskovvej 31,"Allesø, 5270 Odense N",1445000.0,2022,122,3,1,Fri handel
Kaalundsvej 11,5230 Odense M,6195000.0,2022,122,5,1,Fri handel
Trykstokken 26,"Bellinge, 5250 Odense SV",1500000.0,2022,207,6,2,Fri handel
Vangelystvej 40,"Sanderum, 5250 Odense SV",1570000.0,2022,70,3,1,Fri handel
Næsby Skovvænge 27,"Næsby, 5270 Odense N",3250000.0,2022,104,3,1,Fri handel
Lyngmosevænget 14,5000 Odense C,2000000.0,2022,121,4,1,Fri handel
Vangelystvej 40,"Sanderum, 5250 Odense SV",1570000.0,2022,70,3,1,Fri handel
Eckersbergsvej 52,5230 Odense M,2595000.0,2022,102,4,2,Fri handel
Skovmærkevej 20,5220 Odense SØ,2190000.0,2022,140,4,3,Fri handel
Hjortøvænget 8,5000 Odense C,1795000.0,2022,87,4,1,Fri handel
Bergthorasvej 34,"Højstrup, 5210 Odense NV",2650000.0,2022,129,5,1,Fri handel
Spiræavænget 3,"Korup, 5210 Odense NV",1895000.0,2022,106,4,1,Fri handel
"Billesgade 17D, 2. th.",5000 Odense C,1200000.0,2022,50,2,1,Fri handel
Strandager 200,"Lumby, 5270 Odense N",1900000.0,2022,171,6,2,Fri handel
Sanderumvej 56,"Sanderum, 5250 Odense SV",2675000.0,2022,126,4,2,Fri handel
Lindvedparken 34G,"Lindved, 5260 Odense S",650000.0,2022,37,1,1,Fri handel
Prins Haralds Allé 146,"Sanderum, 5250 Odense SV",4000000.0,2022,149,4,2,Fri handel
Groløkkevænget 69,"Søhus, 5270 Odense N",1795000.0,2022,100,4,2,Fri handel
Jakob Knudsens Vej 10,5210 Odense NV,2895000.0,2022,126,5,1,Fri handel
Dragebakken 20,"Sanderum, 5250 Odense SV",3025000.0,2022,144,4,1,Fri handel
Kragsbjergvej 39,5000 Odense C,5800000.0,2022,164,6,3,Fri handel
"Dalumvej 68B, kl.","Dalum, 5250 Odense SV",1160000.0,2022,70,2,1,Fri handel
Højvang 99,"Næsby, 5270 Odense N",1775000.0,2022,98,6,1,Fri handel
Dyrupgårds Allé 138,"Dyrup, 5250 Odense SV",4545000.0,2022,177,6,2,Fri handel
Ahlefeldtsvej 10,5230 Odense M,4210000.0,2022,112,5,2,Fri handel
"Borgervænget 17, 1.",5000 Odense C,3350000.0,2022,141,4,1,Fri handel
Odensevej 96,"Hjallese, 5260 Odense S",2775000.0,2022,170,7,2,Fri handel
Bødtchersvej 16,5230 Odense M,6050000.0,2022,163,4,3,Fri handel
Saxovej 133,"Tarup, 5210 Odense NV",1775000.0,2022,114,4,1,Fri handel
Skovhaven 202,"Bullerup, 5320 Agedrup",2795000.0,2022,148,4,1,Fri handel
Radisehaven 47,"Bullerup, 5320 Agedrup",900000.0,2022,169,6,2,Fri handel
Gerdaslundsvej 18,5230 Odense M,7245000.0,2022,225,8,2,Fri handel
Kærvej 16,"Over Holluf, 5220 Odense SØ",1660000.0,2022,90,4,1,Fri handel
Clausens Allé 62,"Dalum, 5250 Odense SV",4435000.0,2022,136,5,1,Fri handel
Næsbyhave 76,"Næsby, 5270 Odense N",1350000.0,2022,90,4,2,Fri handel
Dyrupgårds Allé 165,"Dyrup, 5250 Odense SV",2500000.0,2022,211,4,2,Fri handel
"Rosenørnsvej 10, 1.",5230 Odense M,2995000.0,2022,73,2,1,Fri handel
"Rødegårdsvej 61, 3. th.",5000 Odense C,1695000.0,2022,64,2,1,Fri handel
"Rosenørnsvej 10, st.",5230 Odense M,2995000.0,2022,95,3,1,Fri handel
Utzons Allé 76,5240 Odense NØ,3395000.0,2022,152,5,2,Fri handel
"Juelsgade 4, 1. th.",5000 Odense C,1325000.0,2022,55,2,1,Fri handel
Mågebakken 202,"Sanderum, 5250 Odense SV",2670000.0,2022,85,3,1,Fri handel
Vissenbjergvej 6,5230 Odense M,3100000.0,2022,130,6,2,Fri handel
Thyregodsvej 15,5210 Odense NV,4718000.0,2022,173,5,2,Fri handel
"Fengersvej 11, 2.",5230 Odense M,1980000.0,2022,83,3,1,Fri handel
Guldøjevænget 35,"Hjallese, 5260 Odense S",1525000.0,2022,90,4,1,Fri handel
"Vesterbro 57, 3.",5000 Odense C,1050000.0,2022,67,2,1,Fri handel
Anderuplunden 65,"Anderup, 5270 Odense N",1240000.0,2022,87,3,1,Fri handel
Bækholmen 35,"Seden, 5240 Odense NØ",1650000.0,2022,110,4,2,Fri handel
"Dronningensgade 54, st. th.",5000 Odense C,2910000.0,2022,103,4,1,Fri handel
"Palnatokesvej 57, 3. tv.",5000 Odense C,1695000.0,2022,59,2,1,Fri handel
Tinas Allé 16,"Dyrup, 5250 Odense SV",3650000.0,2022,161,4,2,Fri handel
Søparken 5,"Hjallese, 5260 Odense S",2425000.0,2022,169,7,2,Fri handel
Falkevænget 5,"Snestrup, 5210 Odense NV",2200000.0,2022,95,4,1,Fri handel
"Unsgaardsgade 20, 2.",5000 Odense C,2000000.0,2022,69,3,1,Fri handel
Odensevej 41,"Hjallese, 5260 Odense S",5900000.0,2022,171,8,2,Fri handel
Rolf Krakes Vej 43,"Bolbro, 5200 Odense V",1875000.0,2022,92,4,2,Fri handel
"Næsbyhovedvej 3B, 2. 11.","Næsby, 5270 Odense N",500000.0,2022,47,1,1,Fri handel
Klokkens Kvarter 219,"Holluf Pile, 5220 Odense SØ",1700000.0,2022,76,3,1,Fri handel
Herluf Trolles Vej 161,5220 Odense SØ,3495000.0,2022,168,4,2,Fri handel
Hedelandsvej 29,"Hjallese, 5260 Odense S",1650000.0,2022,85,3,1,Fri handel
Gransangervej 22,"Snestrup, 5210 Odense NV",3825000.0,2022,159,6,2,Fri handel
Åløkken 64,"Bellinge, 5250 Odense SV",2100000.0,2022,165,5,2,Fri handel
Åløkken 64,"Bellinge, 5250 Odense SV",2100000.0,2022,165,5,2,Fri handel
"Floravænget 25, 1. mf.","Dalum, 5250 Odense SV",675000.0,2022,43,1,1,Fri handel
Hunderup Ege 1,5230 Odense M,8375000.0,2022,240,5,2,Fri handel
A.P. Rasmussens Allé 3,"Paarup, 5210 Odense NV",4195000.0,2022,170,5,1,Fri handel
Primulavej 30,5000 Odense C,2500000.0,2022,145,4,2,Fri handel
Mindelundsvej 46,"Seden, 5240 Odense NØ",1545000.0,2022,114,4,1,Fri handel
Trykstokken 20,"Bellinge, 5250 Odense SV",1300000.0,2022,159,6,2,Fri handel
Hasselvej 8,"Ejlstrup, 5200 Odense V",1495000.0,2022,93,4,1,Fri handel
Granvej 7,"Dyrup, 5250 Odense SV",3200000.0,2022,124,6,2,Fri handel
"Ørstedsgade 41, 1. th.",5000 Odense C,1712500.0,2022,91,4,1,Fri handel
"Odeons Kvarter 25, 5. tv.",5000 Odense C,3595000.0,2022,107,3,1,Fri handel
Pilevangen 1,"Tarup, 5210 Odense NV",3700000.0,2022,152,5,2,Fri handel
Hunderupvej 184,5230 Odense M,7800000.0,2022,203,9,2,Fri handel
Hjejlebakken 198,"Snestrup, 5210 Odense NV",2050000.0,2022,112,5,2,Fri handel
Krogsløkkeparken 11,"Seden, 5240 Odense NØ",1262000.0,2022,98,4,1,Fri handel
Bekkasinvej 23,"Snestrup, 5210 Odense NV",2225000.0,2022,188,5,2,Fri handel
Mejlholmgade 109,5000 Odense C,2400000.0,2022,88,3,1,Fri handel
Gartnerlunden 7,"Anderup, 5270 Odense N",2150000.0,2022,116,5,1,Fri handel
Skrænten 28,"Næsby, 5270 Odense N",1695000.0,2022,101,4,2,Fri handel
Lisevej 4,"Næsby, 5270 Odense N",2450000.0,2022,96,4,1,Fri handel
Skovs-Højrup-Vej 45,"Skovs Højrup, 5270 Odense N",5550000.0,2022,295,10,3,Fri handel
"Carl Lunds Vej 12, 1.",5000 Odense C,1465000.0,2022,78,3,1,Fri handel
Tyrsbjergvej 14,"Villestofte, 5210 Odense NV",1325000.0,2022,176,4,2,Fri handel
Nils Erlings Allé 24,"Dyrup, 5250 Odense SV",6500000.0,2022,200,8,2,Fri handel
"Kochsgade 50, st.",5000 Odense C,1500000.0,2022,95,3,1,Fri handel
Groløkkevænget 75,"Søhus, 5270 Odense N",2055000.0,2022,100,4,2,Fri handel
"Kochsgade 50, 1.",5000 Odense C,1500000.0,2022,85,3,1,Fri handel
"Carl Lunds Vej 12, st.",5000 Odense C,1465000.0,2022,105,3,1,Fri handel
Bogensevej 352,"Næsbyhoved-Broby, 5270 Odense N",880000.0,2022,100,4,1,Fri handel
Valnøddevej 1,"Stige, 5270 Odense N",1400000.0,2022,79,3,2,Fri handel
Stendyssen 25,"Bellinge, 5250 Odense SV",4485000.0,2022,172,5,2,Fri handel
"Sadolinsgade 96, 1.",5230 Odense M,2150000.0,2022,111,3,1,Fri handel
"Skibhusvej 184, st.",5000 Odense C,2295000.0,2022,111,3,1,Fri handel
"Døckerslundsvej 4B, 2. tv.",5000 Odense C,1595000.0,2022,65,2,1,Fri handel
Åsumvej 429,5240 Odense NØ,2565000.0,2022,148,5,1,Fri handel
Hunderupvej 120E,5230 Odense M,1675000.0,2022,47,2,1,Fri handel
"Floravænget 82, 2.","Dalum, 5250 Odense SV",740000.0,2022,60,2,1,Fri handel
"Nyborgvej 61, 1. th.",5000 Odense C,2495000.0,2022,93,3,1,Fri handel
Arendalsvej 34,"Bullerup, 5320 Agedrup",2400000.0,2022,130,5,2,Fri handel
"Døckerslundsvej 4E, 1. th.",5000 Odense C,1500000.0,2022,64,2,1,Fri handel
Kristiansdals Allé 53,"Dalum, 5250 Odense SV",6100000.0,2022,200,5,1,Fri handel
Fuglebakken 35,"Snestrup, 5210 Odense NV",2120000.0,2022,96,4,1,Fri handel
Dalumgårds Allé 21,"Dalum, 5250 Odense SV",4745000.0,2022,140,6,2,Fri handel
Njalsvej 185,"Højstrup, 5210 Odense NV",1595000.0,2022,78,4,1,Fri handel
Vendersvej 33,5000 Odense C,1930000.0,2022,83,2,1,Fri handel
Læssøegade 63,5230 Odense M,5295000.0,2022,180,7,2,Fri handel
"Fabersgade 13, 1.",5000 Odense C,1945000.0,2022,75,3,1,Fri handel
Skt. Jørgens Engen 1,5000 Odense C,2995000.0,2022,108,4,2,Fri handel
"Rødegårdsvej 65, 3. tv.",5000 Odense C,750000.0,2022,64,2,1,Fri handel
Brændekildevej 6,"Bellinge, 5250 Odense SV",1920000.0,2022,173,5,2,Fri handel
Engvej 18,5230 Odense M,5800000.0,2022,120,5,2,Fri handel
Lunden 37,"Bullerup, 5320 Agedrup",1150000.0,2022,110,3,2,Fri handel
"Vestre Stationsvej 12B, 1. th.",5000 Odense C,1715000.0,2022,72,3,1,Fri handel
Ildfuglevænget 85,"Hjallese, 5260 Odense S",2400000.0,2022,165,5,2,Fri handel
Ådalsvej 349,"Dyrup, 5250 Odense SV",2395000.0,2022,129,4,2,Fri handel
Langesøvej 5,5230 Odense M,4270000.0,2022,169,8,2,Fri handel
Spurvelunden 4,"Næsbyhoved-Broby, 5270 Odense N",1352482.0,2022,145,5,2,Fri handel
Pederstrupvej 86,"Trøstrup, 5210 Odense NV",3400000.0,2022,169,4,1,Fri handel
Kronhjortløkken 210,"Korup, 5210 Odense NV",3550000.0,2022,222,6,3,Fri handel
Kristiansdals Allé 94,"Dalum, 5250 Odense SV",2895000.0,2022,87,4,2,Fri handel
"Æbleparken 66, 2.","Søhus, 5270 Odense N",695000.0,2022,60,2,1,Fri handel
Niels Bjerres Vænge 33,5220 Odense SØ,2495000.0,2022,108,4,2,Fri handel
"Niels Steensens Vej 4, 1. tv.","Bolbro, 5200 Odense V",1485000.0,2022,74,4,1,Fri handel
Fangelvej 7,"Fangel, 5260 Odense S",1683500.0,2022,249,8,3,Fri handel
Søparken 82,"Hjallese, 5260 Odense S",3320000.0,2022,160,6,2,Fri handel
Ahlefeldtsvej 13,5230 Odense M,3100000.0,2022,112,4,1,Fri handel
Slagkrogen 33,5220 Odense SØ,1800000.0,2022,96,3,1,Fri handel
H.P. Simonsens Allé 63,"Sanderum, 5250 Odense SV",2450000.0,2022,96,4,1,Fri handel
"Østre Stationsvej 37M, 2. 3.",5000 Odense C,2495000.0,2022,92,3,1,Fri handel
Jeppe Aakjærs Allé 40,5210 Odense NV,2095000.0,2022,116,4,2,Fri handel
Stensgårdvænget 9,5230 Odense M,2525000.0,2022,128,4,2,Fri handel
Anderuplunden 90,"Anderup, 5270 Odense N",1335000.0,2022,65,3,1,Fri handel
Ole Worms Gade 8,"Bolbro, 5200 Odense V",1320000.0,2022,121,6,1,Fri handel
Niels Bjerres Vænge 47,5220 Odense SØ,2150000.0,2022,92,4,1,Fri handel
Rødegårdsvænget 14,5230 Odense M,1995000.0,2022,93,4,1,Fri handel
Skarøvænget 10,5000 Odense C,1975000.0,2022,87,4,1,Fri handel
Hjulets Kvarter 211,"Holluf Pile, 5220 Odense SØ",2080000.0,2022,96,4,1,Fri handel
Ny Kongevej 19,5000 Odense C,5795000.0,2022,140,5,2,Fri handel
Persillehaven 61,"Bullerup, 5320 Agedrup",850000.0,2022,165,5,2,Fri handel
"Kochsgade 55, st. 4.",5000 Odense C,311500.0,2022,34,1,1,Fri handel
Christiansgade 31,5000 Odense C,4975000.0,2022,140,5,2,Fri handel
Flenstoftevænget 13,5230 Odense M,3145000.0,2022,132,5,2,Fri handel
Bergthorasvej 49,"Tarup, 5210 Odense NV",1430000.0,2022,110,3,1,Fri handel
"Skibhusvej 199, st.",5000 Odense C,2740000.0,2022,117,3,1,Fri handel
Nonnetittevænget 6,"Søhus, 5270 Odense N",1150000.0,2022,74,3,1,Fri handel
Kirkelundvej 37,"Bellinge, 5250 Odense SV",2300000.0,2022,155,5,3,Fri handel
Svenstrupvej 23,"Skt Klemens, 5260 Odense S",1295000.0,2022,217,5,2,Fri handel
"Skibhusvej 199, 1.",5000 Odense C,2740000.0,2022,147,5,1,Fri handel
Nyborgvej 70,5000 Odense C,4050000.0,2022,184,8,2,Fri handel
Enighedsvej 17,5000 Odense C,3895000.0,2022,122,5,2,Fri handel
Stegstedvej 34C,"Stegsted, 5200 Odense V",1940000.0,2022,213,6,2,Fri handel
Svenstrupvej 21,"Skt Klemens, 5260 Odense S",2395000.0,2022,93,4,1,Fri handel
Stenløsevej 145,"Hjallese, 5260 Odense S",2150000.0,2022,123,5,2,Fri handel
Carl Baggers Allé 15,"Dalum, 5250 Odense SV",4600000.0,2022,150,4,2,Fri handel
